1.365,6.055
5.355,7.175
6.895,3.36
1.715,6.965
1.015,5.95
1.68,2.66
2.975,5.075
6.335,6.16
1.05,0.63
4.025,3.255
7.315,1.715
5.705,6.055
1.995,7.14
6.195,4.48
6.02,5.11
3.815,3.675
0.77,7.28
7.14,1.645
5.775,3.955
3.255,4.935
2.975,5.845
2.38,4.795
6.79,1.995
0.945,7.42
0.735,6.125
2.94,1.645
6.58,2.24
0.84,6.37
1.12,5.565
6.965,1.19
4.375,3.045
1.89,4.375
4.165,1.575
0.77,5.6
0.805,4.235
3.885,6.02
6.055,3.5
2.59,3.955
4.725,6.3
3.395,4.935
5.635,2.03
2.835,3.815
1.925,6.755
1.505,5.215
1.82,4.655
4.935,5.88
0.665,7.175
0.91,4.165
4.34,7.42
0.665,0.945
4.305,2.52
0.91,1.435
2.66,1.995
2.905,2.73
3.64,4.935
4.48,5.355
3.255,3.78
4.445,4.55
2.625,2.73
7.245,5.425
6.79,0.665
3.92,2.905
5.32,5.67
2.03,2.66
2.275,1.54
1.225,6.125
6.72,5.04
0.735,2.555
5.74,3.78
0.945,1.225
1.54,2.695
1.995,2.555
2.835,6.125
1.575,0.98
1.365,7.21
7.175,5.145
2.275,2.24
4.97,1.4
2.87,3.325
6.545,4.27
2.345,4.795
3.36,5.285
2.59,3.85
0.98,4.62
1.82,2.1
0.735,1.505
3.5,4.76
6.685,1.575
6.86,2.625
1.19,7.175
6.265,6.44
6.72,5.95
3.745,3.29
4.585,4.585
4.795,2.87
1.19,1.47
2.59,7.385
3.115,5.88
4.655,6.65
3.78,3.22
6.335,4.69
3.675,7.175
1.995,4.865
4.095,3.885
6.545,2.625
1.68,0.945
0.49,4.375
3.57,4.06
7.245,2.345
7.42,6.755
0.665,3.71
5.53,1.715
2.975,1.33
3.5,0.91
2.45,6.58
3.43,6.02
0.56,6.02
3.255,2.66
2.8,0.84
0.7,0.56
5.32,1.225
1.05,6.86
7.105,2.66
7.315,3.255
5.04,3.255
1.575,4.515
2.24,5.215
3.85,1.225
4.34,0.875
5.425,7.385
5.32,3.01
6.72,1.75
7.315,6.895
4.41,3.92
2.38,3.85
2.87,1.085
1.68,1.89
4.13,3.185
5.495,4.445
2.94,2.52
2.52,4.76
5.67,6.405
7.035,3.325
5.53,1.785
5.67,0.595
2.66,3.36
1.365,3.29
0.735,2.695
1.785,1.015
5.285,4.97
3.08,4.515
3.64,4.235
4.865,3.675
1.785,5.39
2.135,1.365
3.43,1.96
3.395,3.29
3.045,4.13
0.63,5.74
5.67,3.395
5.075,4.795
1.995,5.67
1.295,0.875
2.03,2.695
3.5,1.575
3.64,5.005
6.86,4.76
5.425,6.755
4.97,3.605
5.25,4.34
5.53,5.67
4.34,3.29
4.34,3.57
6.825,3.57
6.16,2.8
5.285,4.9
4.13,2.135
1.295,6.265
6.86,1.4
6.79,5.355
0.84,5.95
3.36,7
4.48,6.895
1.925,6.895
3.92,5.425
4.69,7.42
2.24,4.585
6.965,2.87
4.025,0.98
5.18,5.075
6.23,0.56
5.04,1.89
5.67,3.43
1.4,2.45
4.2,0.875
0.665,5.88
5.915,4.48
5.67,1.085
3.29,5.18
7.14,3.885
7.28,0.49
4.305,2.31
1.225,2.485
6.09,5.145
0.77,4.97
2.485,3.78
6.405,4.62
2.31,6.09
2.905,1.61
2.205,3.85
6.615,3.29
2.065,1.645
1.365,4.235
4.48,1.4
0.595,1.855
1.68,4.76
3.185,2.555
3.605,5.74
5.285,2.73
5.95,1.26
2.415,6.545
0.56,2.625
3.64,3.395
2.8,3.955
4.585,6.265
1.96,1.575
0.875,0.595
4.06,2.835
4.97,2.205
0.455,0.665
4.9,7.035
6.335,4.27
7.21,1.015
4.375,4.9
2.87,0.63
7.07,4.515
3.15,3.885
3.64,3.465
4.34,3.815
1.26,6.965
4.76,1.155
4.515,4.025
7.28,4.69
3.85,2.66
4.865,3.29
6.44,3.78
4.2,2.59
7.105,4.06
0.84,6.615
7.385,3.71
1.645,4.34
0.63,2.555
6.02,2.24
5.18,4.095
3.36,2.695
4.165,4.305
1.085,1.435
6.615,7
1.435,5.18
6.405,1.19
5.53,1.4
0.805,4.55
5.32,2.24
1.61,4.025
3.605,2.625
1.68,2.03
3.15,1.68
4.06,7.105
5.075,2.555
0.525,1.19
3.675,3.045
3.71,4.725
2.45,2.59
6.125,4.515
2.275,3.325
4.305,6.44
6.58,0.91
3.885,3.22
6.72,3.535
2.065,3.395
0.805,6.685
2.625,4.2
2.1,6.65
5.845,3.815
2.905,4.095
2.52,2.1
2.73,3.71
0.805,4.725
1.295,7.42
7,4.655
5.775,6.755
2.695,6.72
2.835,2.485
4.795,4.76
3.36,4.62
0.455,5.39
2.03,6.86
4.62,6.965
2.065,2.625
3.535,4.515
4.55,2.765
4.2,2.66
1.82,6.58
4.48,2.59
5.495,2.555
3.255,2.1
1.715,3.22
3.325,2.625
5.915,6.44
4.34,5.215
3.22,0.805
4.095,3.15
5.285,5.565
7.42,2.695
7.315,3.325
3.605,6.37
1.085,4.55
4.2,2.835
2.835,3.535
3.535,6.195
3.045,7.035
7.105,3.395
0.77,6.02
1.155,5.495
3.465,6.965
0.945,1.89
6.405,1.33
0.49,4.865
3.745,3.955
7.175,7.385
6.615,5.18
6.125,5.67
5.95,5.32
3.92,4.725
1.575,2.8
3.815,6.615
1.155,2.38
1.89,7.07
3.255,2.87
4.06,5.845
5.005,4.9
3.185,0.49
1.12,3.5
6.51,5.845
4.41,1.715
4.48,4.97
4.445,2.59
1.575,7.315
7.105,3.29
4.13,1.68
0.525,1.12
0.77,7.315
2.625,6.265
0.7,2.415
6.79,6.965
6.51,0.875
4.2,4.48
4.445,3.675
4.34,1.68
3.395,4.13
2.59,6.475
4.97,2.03
1.54,1.47
2.66,4.55
1.19,4.55
7.35,5.005
1.54,3.5
4.165,0.525
5.565,4.025
2.835,4.095
2.065,4.55
0.84,0.735
2.24,4.76
0.525,0.91
1.155,3.395
5.6,7.14
4.13,5.6
5.6,2.065
5.845,0.7
6.825,7.385
4.27,3.85
3.5,4.165
1.435,1.19
2.275,3.535
1.015,2.485
0.595,7.35
2.38,4.235
0.805,1.89
0.595,3.08
5.39,3.92
5.285,3.535
0.595,6.23
2.31,6.545
4.725,6.055
7.035,0.875
6.895,3.78
6.895,1.82
5.775,3.99
5.075,2.31
6.09,5.88
4.795,2.765
6.72,5.6
0.84,1.435
5.215,1.61
3.08,2.835
5.845,7.35
5.915,5.635
5.075,1.05
5.39,5.88
1.82,5.39
1.12,2.38
3.325,4.48
3.36,1.33
4.165,3.85
6.475,0.91
5.46,5.425
3.57,4.69
6.125,5.915
3.5,1.47
2.275,2.59
2.275,1.575
3.15,7.42
4.27,1.995
3.745,2.625
3.255,4.165
4.725,7.42
6.055,5.705
5.215,2.345
4.935,7.07
5.495,5.18
4.41,2.905
4.655,4.06
5.285,4.27
3.99,6.405
1.12,4.235
7.105,3.5
1.47,0.805
1.785,5.25
4.27,0.945
5.04,6.44
5.845,4.62
7.315,2.73
5.705,4.9
6.195,0.77
4.9,2.03
4.48,1.435
1.47,2.52
4.83,1.085
1.96,0.875
5.775,2.065
3.255,4.305
6.475,5.95
3.325,1.505
4.06,7.28
6.72,2.66
2.975,5.74
0.49,3.465
5.705,7.42
0.735,7.315
5.81,6.44
1.4,1.05
4.34,3.325
2.695,3.57
2.415,6.055
4.69,7.35
5.46,5.81
2.1,0.98
0.595,5.18
1.89,4.55
2.24,6.16
6.825,0.595
6.23,4.935
3.465,0.7
5.39,1.4
5.04,5.985
2.415,1.645
0.735,4.305
6.335,1.26
0.98,5.67
4.83,3.465
4.515,2.03
4.34,5.705
7.175,2.38
1.505,5.565
5.215,2.52
6.51,3.36
6.265,7.21
5.705,4.725
5.915,6.895
2.31,2.695
4.9,6.895
1.82,5.215
6.58,3.15
4.095,4.13
4.935,3.325
3.605,4.48
5.6,7.21
4.025,6.02
7.245,6.685
6.685,6.44
2.8,2.94
6.615,7.35
5.74,3.43
5.915,5.11
4.97,1.925
1.61,0.665
0.595,5.005
3.85,3.15
4.095,1.05
5.88,4.865
3.78,1.575
1.82,5.705
3.325,1.015
3.325,4.515
3.465,6.51
6.125,1.61
1.925,2.415
4.375,4.62
3.85,2.52
3.01,2.87
3.885,2.065
3.885,4.795
0.7,1.365
1.925,4.34
2.17,1.33
7.28,4.375
5.67,5.635
2.905,5.845
4.06,5.565
2.065,3.5
3.815,4.27
4.445,1.68
2.59,5.18
5.32,1.575
3.675,7.245
0.91,6.405
1.75,0.84
6.825,7.14
4.69,1.855
1.645,2.45
5.6,4.795
6.265,1.68
3.99,1.015
2.52,6.3
6.44,3.605
1.155,1.575
5.18,3.99
3.255,6.615
5.53,0.98
6.265,2.765
2.205,1.33
4.095,1.855
1.61,6.65
5.425,2.205
3.955,3.465
6.055,1.05
3.57,2.38
3.99,2.695
3.57,2.66
2.38,7.245
6.79,7.245
1.225,2.065
1.995,2.205
6.335,2.415
2.205,3.01
1.505,2.345
3.15,3.22
2.555,7
5.46,1.295
1.015,4.83
4.375,6.685
2.17,0.665
6.23,5.775
3.745,0.49
4.48,4.655
2.415,5.39
1.54,3.92
2.275,4.69
7.315,5.88
2.8,7.385
4.06,0.49
3.08,1.575
7.245,1.225
1.225,5.67
0.945,6.615
3.43,4.27
3.36,1.12
3.605,1.015
4.48,7.385
2.345,2.135
5.81,6.72
6.44,3.15
7,5.25
4.935,6.545
1.96,3.605
6.65,1.575
1.05,3.85
2.485,4.06
5.04,1.47
6.615,1.26
4.095,4.76
1.715,3.325
6.51,5.39
3.185,1.96
2.1,5.95
6.615,3.99
0.91,3.08
7.385,3.815
6.195,4.585
7.175,5.285
6.58,4.97
0.805,6.055
6.37,4.55
2.94,1.505
4.305,7.28
2.625,4.62
0.665,3.255
4.025,6.93
6.65,2.345
1.96,7.385
5.53,0.455
4.655,1.19
7.315,3.675
2.94,0.98
2.345,2.345
3.185,6.405
5.32,1.96
3.325,5.6
3.395,0.665
0.805,4.34
3.08,6.475
3.465,0.77
5.775,2.485
3.535,2.065
2.835,4.9
7.315,4.865
4.06,1.96
2.03,3.255
6.545,5.04
2.38,0.945
7.315,4.935
5.25,1.295
1.19,2.8
6.65,5.705
4.97,6.685
1.4,3.395
0.945,3.115
5.18,6.79
5.18,4.13
7.035,5.705
3.29,2.03
2.065,3.01
7.14,3.745
5.32,2.975
6.44,4.585
5.495,6.51
3.325,4.13
1.4,7.035
4.55,3.57
3.36,2.065
5.215,1.4
4.55,5.95
5.075,6.335
7.175,3.92
1.155,5.95
6.545,7.175
3.115,4.165
1.295,1.365
4.76,5.425
2.03,3.815
5.53,5.565
2.1,4.13
6.475,4.62
5.39,7.105
2.03,2.275
1.365,7.175
5.88,6.44
0.98,4.935
1.925,1.785
3.99,5.425
4.795,1.225
4.445,6.825
1.435,3.08
2.59,1.995
4.13,7.21
7.28,7.385
6.895,0.7
0.665,5.775
2.905,4.515
7.315,0.735
2.24,5.11
1.75,5.565
3.15,4.165
3.255,0.805
3.01,4.655
2.45,0.665
3.29,6.545
2.73,6.895
2.485,1.96
5.67,2.17
3.115,2.87
3.08,5.145
3.71,4.655
1.435,2.24
0.49,0.91
2.31,1.19
6.93,5.95
3.36,0.49
2.52,5.25
1.75,1.61
3.5,2.8
6.265,2.31
1.05,3.745
2.695,6.02
6.195,7
6.37,3.5
1.295,3.92
0.77,5.95
7.42,1.61
3.115,2.73
2.1,1.435
2.065,5.39
2.66,1.015
1.54,1.715
4.655,6.51
1.61,7.28
6.755,6.195
6.65,6.195
1.925,1.575
0.84,3.85
7.14,7.175
3.815,3.815
3.36,5.705
0.525,5.005
5.67,3.78
4.41,3.115
6.055,5.845
3.64,4.655
1.925,2.835
1.225,5.74
0.7,1.925
2.03,5.985
1.225,6.475
7.42,7.315
1.61,5.25
5.81,7.42
2.555,4.445
6.72,3.57
4.305,7.21
2.17,1.435
4.34,4.06
6.125,0.91
1.05,3.22
1.015,1.925
3.185,1.155
4.69,5.39
7.42,7.245
5.005,0.84
1.575,0.945
5.915,5.565
4.48,4.9
5.495,4.2
3.465,2.31
4.165,0.945
0.63,1.47
5.46,1.925
6.93,1.785
7.315,7.385
3.43,7
2.135,2.94
2.31,3.15
0.525,3.955
2.345,4.165
3.85,2.87
7.175,6.16
2.17,1.05
5.95,6.86
1.12,1.155
2.205,4.655
2.135,6.125
3.255,1.96
6.37,2.66
1.82,4.97
6.335,1.925
5.95,1.855
7.385,5.285
1.68,6.44
1.785,3.01
4.06,6.79
5.565,6.09
2.485,4.445
6.79,4.9
2.1,0.595
2.205,1.19
1.05,4.48
3.325,3.045
3.745,6.195
4.445,6.195
4.305,4.585
7.315,5.95
1.435,1.89
5.145,4.795
5.46,7.035
6.055,5.285
7.105,5.355
2.835,1.75
2.52,5.495
1.365,1.575
5.705,1.015
4.445,6.3
1.295,5.25
5.46,4.2
5.705,5.705
2.73,1.435
4.445,1.365
5.74,1.96
1.4,0.945
4.62,2.205
5.355,4.55
5.67,5.145
2.205,6.055
3.29,7.21
3.535,5.705
0.735,5.39
7.21,5.635
4.235,3.255
6.125,6.405
6.615,4.13
4.305,4.165
2.59,2.905
5.425,6.825
3.15,2.905
6.055,5.425
2.555,5.04
6.965,5.67
6.895,2.73
4.34,2.975
1.645,5.005
3.64,6.825
6.44,5.985
3.815,6.23
1.995,1.645
1.925,3.99
4.375,3.955
0.49,7.14
4.445,0.525
3.745,5.46
1.96,4.375
5.18,0.945
5.53,5.775
1.645,0.665
3.605,7.42
0.84,2.415
1.435,5.005
0.875,2.485
1.085,3.745
1.89,0.91
0.805,1.925
5.775,1.015
6.265,4.48
7.28,3.885
7.07,1.61
1.68,3.885
2.485,1.715
3.675,1.575
3.885,1.435
5.04,3.36
3.745,2.485
2.59,4.375
4.585,2.73
3.745,5.845
1.015,6.72
6.51,5.145
6.125,3.605
4.025,0.945
2.38,4.41
1.155,0.735
6.125,1.925
3.395,0.91
5.355,4.445
1.785,5.285
2.17,2.135
6.265,2.87
0.595,7.385
6.195,4.27
2.415,1.68
6.405,7.245
3.535,3.185
5.88,4.62
2.45,5.25
1.96,5.635
2.835,7.245
1.61,6.02
6.895,3.29
1.295,7.14
5.88,1.855
6.405,2.695
2.03,5.18
2.1,4.97
0.7,2.275
3.045,2.135
5.215,5.005
2.45,5.81
1.155,3.71
4.97,3.255
0.595,2.485
4.725,1.085
4.515,3.325
5.565,2.17
1.75,3.78
5.705,5.075
2.975,1.155
4.795,5.495
1.785,3.465
2.765,7.07
4.935,2.625
7.245,1.155
1.05,2.24
7.315,2.59
2.59,0.595
6.965,6.755
0.455,6.02
1.645,3.465
4.795,5.67
6.79,2.52
4.41,2.87
7.385,4.9
5.53,0.945
6.685,3.605
2.24,5.39
2.03,6.335
2.205,5.635
0.84,3.92
5.11,6.02
6.72,1.085
3.08,0.595
0.91,4.585
4.76,0.805
6.93,1.89
4.13,2.905
6.72,0.665
2.555,6.23
2.8,3.64
7.14,1.575
5.775,2.205
4.305,2.275
2.275,1.015
1.785,0.91
1.68,4.27
1.82,4.375
4.27,5.6
4.13,6.965
5.775,4.76
0.56,5.495
1.645,4.13
4.515,2.24
0.595,5.075
1.4,5.635
1.505,1.47
1.12,2.45
5.355,0.455
1.61,2.31
6.58,7.21
6.44,4.865
2.275,1.12
7.315,5.635
4.935,6.475
0.665,4.795
1.225,7.21
4.62,5.6
6.23,6.265
6.3,5.25
3.01,3.36
2.345,4.41
1.12,6.475
3.5,3.01
2.835,0.595
1.575,2.415
2.87,3.955
5.88,3.045
4.025,5.95
3.745,5.53
2.695,2.52
3.255,7.385
3.22,7.21
4.165,1.61
4.97,2.695
4.27,2.45
7.035,4.13
5.18,2.555
4.235,7.245
3.08,2.905
3.255,5.74
5.985,5.635
1.54,3.29
1.015,2.905
3.675,2.66
5.425,4.655
0.665,3.395
0.455,3.99
3.815,4.34
2.8,0.595
2.905,3.08
3.99,3.99
0.91,2.905
6.825,0.7
6.545,6.055
6.51,0.455
2.205,0.84
2.975,2.73
5.215,2.87
2.345,1.925
1.33,1.015
5.495,1.155
2.52,4.83
2.765,2.555
7.42,2.975
1.365,6.755
1.505,4.585
7,5.18
6.965,1.47
7.175,1.715
4.34,3.78
5.74,2.66
1.435,0.98
0.84,1.085
3.57,4.795
1.4,1.19
1.33,6.545
4.48,3.01
3.605,1.96
6.93,1.26
5.18,7.07
4.62,4.83
0.91,3.36
4.235,3.745
7.385,0.595
2.31,5.845
3.99,4.935
2.135,0.84
1.75,3.675
3.605,4.095
3.57,3.395
4.48,4.095
6.09,2.8
2.415,4.935
0.595,5.985
5.88,1.365
5.005,1.505
6.65,6.055
4.865,4.305
5.775,3.465
2.695,5.11
1.995,0.665
4.585,1.19
3.78,5.285
5.46,2.87
3.15,5.355
3.395,5.46
3.815,5.425
6.58,2.135
2.345,3.57
6.125,3.815
1.715,4.06
7.315,2.275
3.115,1.75
6.965,4.725
4.165,6.125
1.015,6.02
0.63,1.82
0.665,5.81
5.18,5.355
5.845,6.09
0.945,4.06
4.34,2.66
2.975,7.35
0.7,4.585
0.665,6.58
4.515,3.15
1.295,6.51
1.82,4.41
5.075,3.57
2.87,4.06
4.655,4.725
1.715,5.53
0.455,5.425
6.545,7.21
5.075,5.565
5.565,6.895
3.395,7.105
6.58,3.71
3.885,1.82
3.01,5.425
0.805,1.26
4.865,3.43
4.935,4.62
2.065,6.685
6.265,7.175
6.895,2.835
5.355,6.93
0.91,0.525
6.265,6.02
5.67,5.67
5.635,6.335
2.24,2.59
5.46,1.155
6.265,6.23
6.23,4.27
5.075,2.1
5.74,2.03
2.555,4.795
6.755,4.375
1.715,0.98
3.92,4.41
5.04,3.745
1.225,6.895
5.635,5.075
1.155,3.325
1.225,6.825
2.485,6.125
3.745,7.35
4.2,5.25
7.28,6.825
6.09,5.25
2.52,1.365
1.61,2.87
0.875,3.43
0.63,2.065
2.555,1.015
6.86,1.295
3.64,4.97
6.195,7.245
2.59,1.19
4.445,4.76
6.16,2.94
4.48,5.565
5.845,0.84
0.98,2.17
5.565,5.775
4.235,6.125
2.135,0.91
3.36,3.64
5.18,1.4
1.82,1.645
5.25,4.025
1.75,5.355
5.985,1.54
1.645,5.355
0.49,2.485
4.83,3.92
4.725,3.99
4.935,7.175
4.865,6.755
6.65,4.375
7.14,6.825
1.4,1.645
2.03,0.525
1.75,3.92
6.3,1.225
5.565,5.88
4.515,5.04
7.35,2.24
6.965,1.54
4.41,7.035
1.925,0.875
2.52,3.395
6.51,0.49
6.755,0.665
4.865,2.38
3.71,4.34
4.095,4.865
3.78,0.805
4.34,7.175
3.64,1.225
2.765,2.38
5.075,4.41
7.175,2.835
0.84,7.105
1.19,4.305
5.18,2.905
2.135,3.85
3.255,6.965
5.075,3.29
3.535,4.305
3.535,4.585
3.535,6.02
2.975,4.76
3.115,1.575
4.515,4.34
5.355,3.15
6.09,2.17
4.375,1.96
0.525,4.655
5.425,1.645
7.035,2.52
5.6,4.235
6.09,0.875
3.885,6.545
5.285,1.715
6.23,2.66
2.625,7.14
5.985,5.67
0.7,6.125
2.1,1.505
0.56,2.205
0.84,7.175
4.48,7.14
1.75,2.45
6.23,2.065
4.305,3.78
6.405,5.705
5.285,7.105
3.43,7.21
6.965,4.62
0.945,1.785
6.16,6.16
2.275,7.245
0.91,1.89
4.725,4.76
7.07,3.78
5.25,6.93
2.275,3.255
1.925,4.235
1.365,4.55
5.845,6.23
4.095,5.18
5.565,3.185
0.63,1.925
6.405,6.58
0.805,3.15
1.365,2.485
2.66,4.025
1.505,6.72
0.7,2.24
2.205,2.205
0.455,2.31
1.75,1.575
6.93,5.11
4.41,1.085
4.725,2.485
3.5,3.045
1.96,4.55
2.275,3.92
0.49,2.765
4.76,5.775
6.44,5.565
5.74,5.075
1.82,6.3
5.46,6.93
2.24,2.45
6.79,2.485
4.375,2.835
2.485,7.35
1.715,6.02
1.435,2.835
7.28,6.405
6.44,5.04
5.495,1.05
5.25,4.095
5.6,4.76
6.3,3.185
1.085,7.42
2.94,0.945
2.765,5.11
0.595,1.155
0.77,1.435
3.64,4.165
7.035,0.77
6.3,4.725
2.73,4.06
4.9,3.255
1.68,2.555
3.535,5.11
7.315,4.41
3.185,1.75
5.915,2.87
5.845,5.425
2.135,3.36
4.2,5.705
5.285,6.825
3.01,2.73
2.345,2.205
7.14,0.91
3.955,1.785
4.235,6.545
5.915,5.705
4.165,4.69
5.355,5.075
7.245,3.325
5.74,5.32
2.765,4.27
5.32,3.78
3.5,3.675
2.555,5.355
5.495,3.85
1.19,5.915
1.19,5.11
4.9,6.44
3.85,2.38
3.465,5.145
1.365,0.945
4.165,7.42
1.155,2.73
5.005,2.905
2.17,3.045
2.275,2.66
5.565,4.13
5.95,0.525
4.27,2.975
1.435,5.495
1.925,1.015
1.96,1.68
0.945,6.3
7,7.245
5.32,1.82
6.09,1.855
3.605,2.065
0.455,1.015
4.9,3.01
1.54,6.44
6.755,1.12
2.66,6.09
4.725,5.88
6.09,5.635
4.76,5.74
2.94,1.855
0.84,5.04
7.14,3.465
5.215,0.595
2.975,4.69
0.84,5.39
5.18,3.745
1.12,2.24
4.655,4.69
6.475,1.89
4.27,0.805
2.555,1.19
1.4,3.185
3.115,4.76
1.12,5.18
1.12,7.175
3.64,3.115
7,1.015
5.53,1.855
3.325,2.38
2.905,2.1
5.6,2.135
1.225,3.815
4.97,5.32
1.82,6.44
2.38,5.53
1.085,1.015
5.39,3.745
2.555,2.415
7.21,1.47
1.12,1.295
3.85,4.025
1.295,1.05
3.115,1.785
3.01,7.21
3.22,6.58
2.975,0.735
6.79,5.18
4.41,1.295
1.435,3.185
5.32,1.155
5.355,2.905
1.225,0.735
6.72,1.155
5.005,1.435
2.695,5.32
3.535,2.765
1.645,1.505
7.07,6.65
2.975,4.305
1.505,3.185
0.665,3.15
6.79,1.435
1.925,1.26
5.46,6.86
5.635,2.59
5.32,5.145
2.835,3.745
7.35,0.455
1.54,3.955
6.79,4.025
3.22,6.72
2.415,3.885
5.88,0.56
2.31,4.83
3.185,6.335
2.24,3.675
1.785,3.045
7.385,2.87
1.435,1.155
3.605,6.685
6.3,3.605
2.59,5.32
5.215,4.795
4.62,3.535
5.88,3.535
6.51,2.94
4.515,7.245
2.205,2.03
1.015,6.23
6.265,1.785
7.105,2.135
2.8,4.235
4.76,2.31
1.785,7.105
5.145,1.89
7,6.16
4.62,1.645
1.855,2.8
5.565,2.275
3.57,2.415
5.04,2.345
2.45,2.275
6.44,7.035
4.13,4.935
6.545,2.8
5.495,6.265
2.87,2.52
3.885,6.195
0.7,5.32
3.22,3.64
1.575,1.155
2.625,4.9
3.99,4.13
1.295,1.925
7.385,1.575
6.265,7
0.805,5.495
5.39,6.3
1.855,1.33
6.615,2.485
4.305,4.025
5.915,4.445
1.855,4.865
0.595,5.215
6.65,6.545
4.235,4.795
0.735,1.225
1.96,2.66
1.12,6.37
4.69,0.945
2.24,0.84
1.855,3.57
6.09,2.45
2.87,5.705
4.235,4.2
3.15,4.83
6.755,3.92
2.8,3.29
5.425,6.475
3.605,3.08
1.4,0.98
2.415,2.03
7.07,4.025
3.955,6.72
3.64,5.32
3.815,1.365
0.77,3.92
3.185,4.2
0.805,3.01
4.97,2.31
3.92,5.075
2.17,6.125
3.01,4.235
2.24,4.235
4.375,1.68
1.365,6.265
1.015,1.75
3.71,6.965
4.55,3.675
5.32,4.34
6.51,1.365
2.275,3.64
2.975,3.325
6.86,7.21
5.53,5.46
5.285,7.42
6.51,4.06
4.025,6.685
6.09,6.86
5.95,1.505
0.455,4.34
5.88,3.885
4.41,1.575
6.58,4.445
2.975,4.935
1.96,6.23
0.56,4.76
5.04,3.71
7.035,2.31
3.815,6.055
1.435,7.385
0.98,2.905
5.215,3.675
2.835,1.33
4.585,0.7
4.27,7.245
2.52,2.275
3.92,1.05
3.465,2.52
4.025,6.335
1.05,6.895
5.005,1.575
1.575,3.185
2.835,2.135
2.625,5.285
6.825,7.35
7.245,6.895
1.085,7
6.23,2.17
1.785,3.08
1.995,6.16
3.185,5.04
2.625,3.325
6.405,4.165
0.595,0.945
5.565,0.77
7.035,5.215
2.94,6.475
0.98,1.645
7.14,2.31
2.1,6.265
6.79,3.465
4.375,4.025
4.725,3.08
7.28,7.175
3.01,6.125
1.26,6.16
1.085,3.605
2.24,5.46
4.34,5.915
7.315,0.7
6.58,7
1.26,7.175
4.48,3.78
3.465,5.635
2.59,0.98
7.28,4.305
6.335,2.135
2.485,0.525
2.415,7.035
0.91,2.555
7.105,6.51
7.07,6.475
4.9,6.72
2.695,4.27
6.475,4.27
0.7,1.89
2.415,5.04
3.115,6.3
3.85,6.37
2.66,5.005
6.09,5.39
1.155,3.15
6.09,2.835
5.075,2.135
3.955,1.085
1.05,2.905
2.87,4.375
6.3,5.425
1.61,1.925
0.595,4.13
2.205,3.395
5.775,6.545
2.205,5.46
6.895,6.825
6.09,2.94
6.055,1.925
7.35,4.235
2.52,6.23
2.975,2.695
4.97,4.2
1.995,2.03
6.965,3.185
2.66,0.84
5.495,2.17
3.64,2.31
6.58,3.5
3.36,5.53
2.345,6.65
5.845,1.05
6.44,6.405
7.28,1.19
0.525,5.285
5.6,1.925
5.46,5.775
